No.,Time,Source,Destination,Protocol,Length,Info
15630,9:25:44,10.18.226.153,128.122.0.11,TCP,56,"1920  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=2 [TCP segment of a reassembled PDU]"
15631,9:25:44,10.18.226.153,128.122.0.11,DNS,87,Standard query 0xebe3 HTTPS shftr.adnxs.net
15632,9:25:44,10.18.226.153,68.67.160.137,TLSv1.2,147,"Client Key Exchange, Change Cipher Spec, Finished"
15633,9:25:44,10.18.226.153,68.67.160.137,HTTP2,159,"Magic, SETTINGS[0], WINDOW_UPDATE[0]"
15634,9:25:44,10.18.226.153,68.67.160.137,HTTP2,1864,HEADERS[1]: GET /it?an_audit=0&referrer=https%3A%2F%2Fntp.msn.com%2Fedge%2Fntp&e=wqT_3QKkCeikBAAAAwDWAAUBCNaO6qUGEPXgl6WvzvbDdxictby-gfngiBcqNgkKggm6wOzsPxEKggm6wOzsPxkAAAECCOA_IREbACkRCQAxARm4AADgPzCO0Y0NOJgCQLVeSOMDUMuswnVY8opOYABomaBneNvGBYABAYoBA1VTRJIFBvCGmAEBoAEBqAEBsAEAuAECwAEFyAEC0AEJ2AEA4AEA8AEAsgIgMTMwQjU5RUY2OUFDNjg3ODI5MkE0QUJBNjhDQjY5RkbYAo69AuAC348_6gIcaHR0cHM6Ly9udHAubXNuLmNvbS9lZGdlL250cIADAIgDAZAD_uFmmAMUoAMBqgPVAgqlAmh0CTTwcXd3dy5iaW5nLmNvbS9hcGkvdjEvbWVkaWF0aW9uL3RyYWNraW5nP2FkVW5pdD0xMjAzMjczMDIwJmF1SWQ9ZmZjMmUxNTMtYTVlYi00M2M3LWJhMDYtNzBlMDc5OTU5Mzk4JmNtRXhwSWQ9TFYzJm9BZD5JAFBwdWJsaXNoZXJJZD0xNzE2MDcyNCYBDQBmjl0AyHJ0eXBlPW51cmwmdGFnSWQ9Mjc0ODYzNTAmdHJhZmZpY0dyb3VwPWtuYXFlXzFjX3pmYREaCFN1Ygkd8PVxcnNuaHlnJmFpZD0ke0FVQ1RJT05fSUR9EgUxMjA4NRoTODYxMzA5Mjk5OTYzNTAwNTU1NyIJMjQ2NDUzODM1KgRiaW5nwAPgqAHIAwDYA6YF4AMA6AMA-AMDgAQAkgQOL29wZW5ydGIyL21zZnSYBACiBAwyMTYuMTY1Ljk1LjCoBBOyBAwIABAAGAAgADAAOAC4BADABADIBADaBAIIAeAEAPAEy6zCdYgFAZgFAKAFpY3T_t30wNhoqgUkM2I5MjUyMzUtZDZiNy00YjUyLWJjNjQtODdhMmZhOWE0M2RhwAUAyQUAAAAAAADwP9IFCQkAAABFvyzYBQHgBQHwBQD6BQQBgPBGigaAAVhCU3ZXbG9BQUFBREFBa0NCUUVJclphcENoRE44ZklDR0o2cV9nTWdCaWdBUU0zZjlncEk1Y1diQzFDSVJGalBNbkUBPAkBFEhnQWdRRQkMAQFMSWdCQUpBQkFKb0JBZ2dBcUFFQXMuIAB0QS4ukAYBmAYAogYNMjgwI05ZTTI6NjQ3ObgGAMEGBbQwAPA_0AbCjQTaBhYKEAkSGQF0EAAYAOAGDOoGKHVmKCdhJywgNjA3NjYyMSwgMCk7ARQoaScsIDgzNjEyNDYFFFjyBgIIAIAHAYgHAKAHQcgH28YF0gcNCRFTAVEI2gcGIR3wXhgA4AcA6gcCCADwB7eBhwOKCEMKPwAAAYl4oKfwd4facvSl8HV7njv5FYpCgFR5pyEIJeBvcIZZU0caj3wGVDvFcaeAUBG1Iq6GNVsKWs-X07t3RxABlQgAAIA_mAgB&s=a49b64f0894a3c6874aeae217a9b29387fabbd23&pp=0.90
15635,9:25:44,10.18.226.153,68.67.160.137,HTTP2,674,HEADERS[3]: GET /ot?ps=98a457fb8d0cc050b330544d3bdc156fa4279ad6&pe=wqT_3QJdbF0AAAADAOoABQEI1o7qpQYQBRmXPqC33YvUPyERCWAomAIwtV44tJU9QKedyg1IBFACWABgAXkABQEU8D-CAQkJBQs8AAAAiAGX4maQAfKKTpgBAA..&pp=0.32&an_audit=0&urlenc=https%3A%2F%2Fwww.bing.com%2Fapi%2Fv1%2Fmediation%2Ftracking%3FadUnit%3D1203273020%26auId%3D1bf28ca3-5c47-4df3-80e8-5e3df0c065a2%26cmExpId%3DLV3%26oAdUnit%3D1203273020%26publisherId%3D17160724%26rId%3Dffc2e153-a5eb-43c7-ba06-70e079959398%26rlink%3Dhttps%253A%252F%252Fwww.bing.com%252Faes%252Fc.gif%253FDI%253D0%2526DIS%253DSB_1-1-0%253F%2526RG%253Ddd63dacdffac4e1cae2e89c6fc1d1603%2526SNR%253D1%2526GV%253D2%2526med%253D10%26rtype%3DmiFeedbackURL%26tagId%3D28479143%26trafficGroup%3Dknaqe_1c_zfa%26trafficSubGroup%3Dqrsnhyg%26aid%3D3923427531203551189
15636,9:25:44,10.18.226.153,68.67.160.137,HTTP2,1382,HEADERS[5]: GET /it?an_audit=0&referrer=https%3A%2F%2Fntp.msn.com%2Fedge%2Fntp&e=wqT_3QKkCeikBAAAAwDWAAUBCNaO6qUGENW_gNvWkbS5Nhictby-gfngiBcqNgmXPqC33YvUPxGXPqC33YvUPxkAAAECCOA_IREbACkRCQAxARm4AADgPzCnncoNOJgCQLVeSOMDUMuswnVY8opOYABomaBneNvGBYABAYoBA1VTRJIFBvCGmAEBoAEBqAEBsAEAuAECwAEFyAEC0AEJ2AEA4AEA8AEAsgIgMTMwQjU5RUY2OUFDNjg3ODI5MkE0QUJBNjhDQjY5RkbYAo69AuAC348_6gIcaHR0cHM6Ly9udHAubXNuLmNvbS9lZGdlL250cIADAIgDAZADl-JmmAMUoAMBqgPVAgqlAmh0CTTwcXd3dy5iaW5nLmNvbS9hcGkvdjEvbWVkaWF0aW9uL3RyYWNraW5nP2FkVW5pdD0xMjAzMjczMDIwJmF1SWQ9ZmZjMmUxNTMtYTVlYi00M2M3LWJhMDYtNzBlMDc5OTU5Mzk4JmNtRXhwSWQ9TFYzJm9BZD5JAFBwdWJsaXNoZXJJZD0xNzE2MDcyNCYBDQBmjl0AyHJ0eXBlPW51cmwmdGFnSWQ9Mjg0NzkxNDMmdHJhZmZpY0dyb3VwPWtuYXFlXzFjX3pmYREaCFN1Ygkd8PVxcnNuaHlnJmFpZD0ke0FVQ1RJT05fSUR9EgUxMjA4NRoTMzkyMzQyNzUzMTIwMzU1MTE4OSIJMjQ2NDUzODM1KgRiaW5nwAPgqAHIAwDYA6YF4AMA6AMA-AMDgAQAkgQOL29wZW5ydGIyL21zZnSYBACiBAwyMTYuMTY1Ljk1LjCoBBOyBAwIABAAGAAgADAAOAC4BADABADIBADaBAIIAeAEAPAEy6zCdYgFAZgFAKAFpY3T_t30wNhoqgUkM2I5MjUyMzUtZDZiNy00YjUyLWJjNjQtODdhMmZhOWE0M2RhwAUAyQUAAAAAAADwP9IFCQkAAABFvyzYBQHgBQHwBQD6BQQBgPBGigaAAVNSUzVXbG9BQUFBREFBa0NCUUVJMlphcENoRE44ZklDR0o2cV9nTWdCaWdBUU0zZjlncElwY2FiQzFDSVJGalBNbkUBPAkBFEhnQWdRRQkMAQFMSWdCQUpBQkFKb0JBZ2dBcUFFQXMuIAB0QS4ukAYBmAYAogYNMjgwI05ZTTI6NjQ3ObgGAMEGBbQwAPA_0AbCjQTaBhYKEAkSGQF0EAAYAOAGDOoGKHVmKCdhJywgNjA3NjYyMSwgMCk7ARQoaScsIDgzNjEyNDYFFFjyBgIIAIAHAYgHAKAHQcgH28YF0gcNCRFTAVEI2gcGIR3wXhgA4AcA6gcCCADwB7eBhwOKCEMKPwAAAYl4oKfwNnLQjWtgH9VxYTaK6tutp7YXUXuhEi0zt9lTELXIhfSiCuSzUweHRSpEjCZbOWg7j926lS7AZhABlQgAAIA_mAgB&s=1dda8b3cb77883349c2a8b51b75842f26d632120&pp=0.32
15637,9:25:44,10.18.226.153,68.67.160.137,HTTP2,678,HEADERS[7]: GET /ot?ps=edd2daa628a97c149e74c9bfb11904fba51c6e88&pe=wqT_3QJdbF0AAAADAOoABQEI1o7qpQYQBRkKggm6wOzsPyERCWAomAIwtV44tJU9QI7RjQ1IBFACWABgAXkABQEU8D-CAQkJBQs8AAAAiAH-4WaQAfKKTpgBAA..&pp=0.90&an_audit=0&urlenc=https%3A%2F%2Fwww.bing.com%2Fapi%2Fv1%2Fmediation%2Ftracking%3FadUnit%3D1203273020%26auId%3D7cfd3272-c549-4435-abd0-419cc0761303%26cmExpId%3DLV3%26oAdUnit%3D1203273020%26publisherId%3D17160724%26rId%3Dffc2e153-a5eb-43c7-ba06-70e079959398%26rlink%3Dhttps%253A%252F%252Fwww.bing.com%252Faes%252Fc.gif%253FDI%253D0%2526DIS%253DSB_15000-1-0%253F%2526RG%253Df993f9ab6f8e4253868e8c762d0f6664%2526SNR%253D1%2526GV%253D2%2526med%253D10%26rtype%3DmiFeedbackURL%26tagId%3D27486350%26trafficGroup%3Dknaqe_1c_zfa%26trafficSubGroup%3Dqrsnhyg%26aid%3D8613092999635005557
15638,9:25:44,10.18.226.153,13.107.21.200,HTTP2,181,HEADERS[163]: GET /th?id=OSK.c4e4f3a0963c14917c5d3ed04fda4f92&w=80&h=80&qlt=90&c=6&rs=1&cdv=1&pid=RS
15639,9:25:44,128.122.0.11,10.18.226.153,TCP,54,53  >  1919 [ACK] Seq=1 Ack=3 Win=29440 Len=0
15640,9:25:44,128.122.0.11,10.18.226.153,TCP,54,53  >  1919 [ACK] Seq=1 Ack=36 Win=29440 Len=0
15641,9:25:44,128.122.0.11,10.18.226.153,TCP,54,53  >  1920 [ACK] Seq=1 Ack=3 Win=29440 Len=0
15642,9:25:44,128.122.0.11,10.18.226.153,TCP,54,53  >  1920 [ACK] Seq=1 Ack=36 Win=29440 Len=0
15643,9:25:44,128.122.0.11,10.18.226.153,DNS,184,Standard query response 0xebe3 HTTPS shftr.adnxs.net CNAME shftr.appnexusgslb.net SOA dns1.p02.nsone.net
15644,9:25:44,128.122.0.11,10.18.226.153,DNS,919,Standard query response 0x602e A shftr.adnxs.net CNAME shftr.appnexusgslb.net A 68.67.153.38 NS dns4.p02.nsone.net NS dns1.p02.nsone.net NS ns04.xsdns.net NS ns04.apxns.com NS ns02.apxns.com NS ns03.apxns.com NS ns02.xsdns.net NS ns03.xsdns.net NS dns3.p02.nsone.net NS ns01.apxns.com NS ns01.xsdns.net NS dns2.p02.nsone.net A 198.51.44.2 A 198.51.45.2 A 198.51.44.66 A 198.51.45.66 A 45.54.81.33 A 45.54.81.97 A 45.54.81.161 A 45.54.81.225 A 45.54.81.1 A 45.54.81.65 A 45.54.81.129 A 45.54.81.193 AAAA 2620:4d:4000:6259:7:2:0:1 AAAA 2a00:edc0:6259:7:2::2 AAAA 2620:4d:4000:6259:7:2:0:3 AAAA 2a00:edc0:6259:7:2::4 AAAA 2607:f740:e04d:2::1 AAAA 2607:f740:e04d:6::1 AAAA 2607:f740:e04d:a::1 AAAA 2607:f740:e04d:f::1 AAAA 2607:f740:e04d::1 AAAA 2607:f740:e04d:4::1 AAAA 2607:f740:e04d:8::1 AAAA 2607:f740:e04d:c::1
15645,9:25:44,68.67.160.137,10.18.226.153,TCP,54,443  >  1918 [ACK] Seq=2732 Ack=617 Win=42496 Len=0
15646,9:25:44,68.67.160.137,10.18.226.153,TCP,54,443  >  1918 [ACK] Seq=2732 Ack=722 Win=42496 Len=0
15647,9:25:44,68.67.160.137,10.18.226.153,TLSv1.2,328,"New Session Ticket, Change Cipher Spec, Finished"
15648,9:25:44,68.67.160.137,10.18.226.153,HTTP2,132,"SETTINGS[0], WINDOW_UPDATE[0], SETTINGS[0]"
15649,9:25:44,10.18.226.153,128.122.0.11,TCP,54,"1920  >  53 [FIN, ACK] Seq=36 Ack=131 Win=131072 Len=0"
15650,9:25:44,10.18.226.153,68.67.160.137,TCP,54,1918  >  443 [ACK] Seq=5104 Ack=3084 Win=130816 Len=0
15651,9:25:44,10.18.226.153,68.67.153.38,TCP,66,1921  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
15652,9:25:44,10.18.226.153,68.67.153.38,TCP,66,1922  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
15653,9:25:44,68.67.160.137,10.18.226.153,TCP,54,443  >  1918 [ACK] Seq=3084 Ack=2532 Win=40960 Len=0
15654,9:25:44,10.18.226.153,128.122.0.11,TCP,54,"1919  >  53 [FIN, ACK] Seq=36 Ack=866 Win=130304 Len=0"
15655,9:25:44,68.67.160.137,10.18.226.153,TCP,54,443  >  1918 [ACK] Seq=3084 Ack=4452 Win=39424 Len=0
15656,9:25:44,13.107.21.200,10.18.226.153,TCP,54,443  >  1743 [ACK] Seq=282889 Ack=20318 Win=4194048 Len=0
15657,9:25:44,68.67.160.137,10.18.226.153,TCP,54,443  >  1918 [ACK] Seq=3084 Ack=4480 Win=41984 Len=0
15658,9:25:44,68.67.160.137,10.18.226.153,TCP,54,443  >  1918 [ACK] Seq=3084 Ack=5104 Win=41472 Len=0
15659,9:25:44,68.67.160.137,10.18.226.153,HTTP2,1079,HEADERS[3]: 302 Found
15660,9:25:44,10.18.226.153,68.67.160.137,HTTP2,92,SETTINGS[0]
15661,9:25:44,128.122.0.11,10.18.226.153,TCP,54,"53  >  1920 [FIN, ACK] Seq=131 Ack=37 Win=29440 Len=0"
15662,9:25:44,10.18.226.153,128.122.0.11,TCP,54,1920  >  53 [ACK] Seq=37 Ack=132 Win=131072 Len=0
15663,9:25:44,128.122.0.11,10.18.226.153,TCP,54,"53  >  1919 [FIN, ACK] Seq=866 Ack=37 Win=29440 Len=0"
15664,9:25:44,10.18.226.153,128.122.0.11,TCP,54,1919  >  53 [ACK] Seq=37 Ack=867 Win=130304 Len=0
15665,9:25:44,13.107.21.200,10.18.226.153,TCP,1354,443  >  1743 [ACK] Seq=282889 Ack=20318 Win=4194048 Len=1300 [TCP segment of a reassembled PDU]
15666,9:25:44,13.107.21.200,10.18.226.153,TCP,1354,443  >  1743 [ACK] Seq=284189 Ack=20318 Win=4194048 Len=1300 [TCP segment of a reassembled PDU]
15667,9:25:44,10.18.226.153,13.107.21.200,TCP,54,1743  >  443 [ACK] Seq=20318 Ack=285489 Win=131072 Len=0
15668,9:25:44,13.107.21.200,10.18.226.153,HTTP2,215,"HEADERS[163]: 200 OK, DATA[163]"
15669,9:25:44,13.107.21.200,10.18.226.153,HTTP2,92,DATA[163] (JPEG JFIF image)
15670,9:25:44,10.18.226.153,13.107.21.200,TCP,54,1743  >  443 [ACK] Seq=20318 Ack=285688 Win=131072 Len=0
15671,9:25:44,68.67.153.38,10.18.226.153,TCP,66,"443  >  1921 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1300 SACK_PERM WS=512"
15672,9:25:44,10.18.226.153,68.67.153.38,TCP,54,1921  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0
15673,9:25:44,68.67.153.38,10.18.226.153,TCP,66,"443  >  1922 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1300 SACK_PERM WS=512"
15674,9:25:44,10.18.226.153,68.67.153.38,TCP,54,1922  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0
15675,9:25:44,68.67.160.137,10.18.226.153,TCP,54,443  >  1918 [ACK] Seq=4109 Ack=5142 Win=42496 Len=0
15676,9:25:44,10.18.226.153,68.67.153.38,TLSv1.2,575,Client Hello
15677,9:25:44,10.18.226.153,68.67.153.38,TLSv1.2,575,Client Hello
15678,9:25:44,68.67.153.38,10.18.226.153,TCP,54,443  >  1921 [ACK] Seq=1 Ack=522 Win=42496 Len=0
15679,9:25:44,10.18.226.153,20.42.65.88,HTTP2,319,HEADERS[13]: POST /OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1689945943693&w=0&anoncknm=app_anon&NoResponseBody=true
15680,9:25:44,10.18.226.153,20.42.65.88,HTTP2,7707,DATA[13] (text/plain)
15681,9:25:44,68.67.160.137,10.18.226.153,HTTP2,1083,HEADERS[7]: 302 Found
15682,9:25:44,10.18.226.153,68.67.160.137,TCP,54,1918  >  443 [ACK] Seq=5142 Ack=5138 Win=131072 Len=0
15683,9:25:44,68.67.160.137,10.18.226.153,HTTP2,730,HEADERS[5]: 200 OK
15684,9:25:44,68.67.153.38,10.18.226.153,TCP,54,443  >  1922 [ACK] Seq=1 Ack=522 Win=42496 Len=0
15685,9:25:44,68.67.153.38,10.18.226.153,TLSv1.2,1354,Server Hello
15686,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,443  >  1921 [ACK] Seq=1301 Ack=522 Win=42496 Len=1300 [TCP segment of a reassembled PDU]
15687,9:25:44,10.18.226.153,68.67.153.38,TCP,54,1921  >  443 [ACK] Seq=522 Ack=2601 Win=131072 Len=0
15688,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,443  >  1921 [ACK] Seq=2601 Ack=522 Win=42496 Len=1300 [TCP segment of a reassembled PDU]
15689,9:25:44,68.67.153.38,10.18.226.153,TCP,250,"443  >  1921 [PSH, ACK] Seq=3901 Ack=522 Win=42496 Len=196 [TCP segment of a reassembled PDU]"
15690,9:25:44,10.18.226.153,68.67.153.38,TCP,54,1921  >  443 [ACK] Seq=522 Ack=4097 Win=131072 Len=0
15691,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,443  >  1921 [ACK] Seq=4097 Ack=522 Win=42496 Len=1300 [TCP segment of a reassembled PDU]
15692,9:25:44,68.67.153.38,10.18.226.153,TLSv1.2,456,"Certificate, Server Key Exchange, Server Hello Done"
15693,9:25:44,10.18.226.153,68.67.153.38,TCP,54,1921  >  443 [ACK] Seq=522 Ack=5799 Win=131072 Len=0
15694,9:25:44,68.67.153.38,10.18.226.153,TLSv1.2,1354,Server Hello
15695,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,443  >  1922 [ACK] Seq=1301 Ack=522 Win=42496 Len=1300 [TCP segment of a reassembled PDU]
15696,9:25:44,10.18.226.153,68.67.153.38,TCP,54,1922  >  443 [ACK] Seq=522 Ack=2601 Win=131072 Len=0
15697,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,443  >  1922 [ACK] Seq=2601 Ack=522 Win=42496 Len=1300 [TCP segment of a reassembled PDU]
15698,9:25:44,68.67.153.38,10.18.226.153,TCP,250,"443  >  1922 [PSH, ACK] Seq=3901 Ack=522 Win=42496 Len=196 [TCP segment of a reassembled PDU]"
15699,9:25:44,10.18.226.153,68.67.153.38,TCP,54,1922  >  443 [ACK] Seq=522 Ack=4097 Win=131072 Len=0
15700,9:25:44,10.18.226.153,68.67.153.38,TLSv1.2,147,"Client Key Exchange, Change Cipher Spec, Finished"
15701,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,443  >  1922 [ACK] Seq=4097 Ack=522 Win=42496 Len=1300 [TCP segment of a reassembled PDU]
15702,9:25:44,68.67.153.38,10.18.226.153,TLSv1.2,456,"Certificate, Server Key Exchange, Server Hello Done"
15703,9:25:44,10.18.226.153,68.67.153.38,TCP,54,1922  >  443 [ACK] Seq=522 Ack=5799 Win=131072 Len=0
15704,9:25:44,10.18.226.153,68.67.153.38,TLSv1.2,147,"Client Key Exchange, Change Cipher Spec, Finished"
15705,9:25:44,10.18.226.153,68.67.153.38,HTTP,954,GET /r?url=https%3A%2F%2Fwww.bing.com%2Fth%3Fid%3DOADD2.7559343239250_1DKLVRAS9HXC01QIR7%26pid%3D21.2%26c%3D16%26roil%3D0%26roit%3D0.0578%26roir%3D1%26roib%3D0.9407%26w%3D612%26h%3D304%26dynsize%3D1&width=612&height=304&crop=1&bidder=483&buying_member=12085&selling_member=280&creative_id=246453835 HTTP/1.1 
15706,9:25:44,10.18.226.153,68.67.153.38,HTTP,903,GET /r?url=https%3A%2F%2Fwww.bing.com%2Fth%3Fid%3DOAIP.c233b89d8869b62dfda3697eafdb2e76%26pid%3DAdsNative%26c%3D3%26w%3D300%26h%3D157%26dynsize%3D1&width=300&height=157&crop=1&bidder=483&buying_member=12085&selling_member=280&creative_id=246453835 HTTP/1.1 
15707,9:25:44,10.18.226.153,204.79.197.200,HTTP2,446,HEADERS[37]: GET /api/v1/mediation/tracking?adUnit=1203273020&auId=1bf28ca3-5c47-4df3-80e8-5e3df0c065a2&cmExpId=LV3&oAdUnit=1203273020&publisherId=17160724&rId=ffc2e153-a5eb-43c7-ba06-70e079959398&rlink=https%3A%2F%2Fwww.bing.com%2Faes%2Fc.gif%3FDI%3D0%26DIS%3DSB_1-1-0%3F%26RG%3Ddd63dacdffac4e1cae2e89c6fc1d1603%26SNR%3D1%26GV%3D2%26med%3D10&rtype=miFeedbackURL&tagId=28479143&trafficGroup=knaqe_1c_zfa&trafficSubGroup=qrsnhyg&aid=3923427531203551189
15708,9:25:44,10.18.226.153,204.79.197.200,HTTP2,450,HEADERS[39]: GET /api/v1/mediation/tracking?adUnit=1203273020&auId=7cfd3272-c549-4435-abd0-419cc0761303&cmExpId=LV3&oAdUnit=1203273020&publisherId=17160724&rId=ffc2e153-a5eb-43c7-ba06-70e079959398&rlink=https%3A%2F%2Fwww.bing.com%2Faes%2Fc.gif%3FDI%3D0%26DIS%3DSB_15000-1-0%3F%26RG%3Df993f9ab6f8e4253868e8c762d0f6664%26SNR%3D1%26GV%3D2%26med%3D10&rtype=miFeedbackURL&tagId=27486350&trafficGroup=knaqe_1c_zfa&trafficSubGroup=qrsnhyg&aid=8613092999635005557
15709,9:25:44,68.67.153.38,10.18.226.153,TCP,54,443  >  1921 [ACK] Seq=5799 Ack=615 Win=42496 Len=0
15710,9:25:44,68.67.153.38,10.18.226.153,TCP,54,443  >  1922 [ACK] Seq=5799 Ack=615 Win=42496 Len=0
15711,9:25:44,68.67.153.38,10.18.226.153,TLSv1.2,328,"New Session Ticket, Change Cipher Spec, Finished"
15712,9:25:44,68.67.153.38,10.18.226.153,TLSv1.2,328,"New Session Ticket, Change Cipher Spec, Finished"
15713,9:25:44,68.67.153.38,10.18.226.153,TCP,54,443  >  1921 [ACK] Seq=6073 Ack=1515 Win=42496 Len=0
15714,9:25:44,68.67.153.38,10.18.226.153,TCP,54,443  >  1922 [ACK] Seq=6073 Ack=1464 Win=42496 Len=0
15715,9:25:44,204.79.197.200,10.18.226.153,TCP,54,443  >  1909 [ACK] Seq=306378 Ack=6806 Win=4195072 Len=0
15716,9:25:44,20.42.65.88,10.18.226.153,TCP,54,443  >  1747 [ACK] Seq=10361 Ack=66534 Win=525056 Len=0
15717,9:25:44,20.42.65.88,10.18.226.153,TCP,54,443  >  1747 [ACK] Seq=10361 Ack=69134 Win=525056 Len=0
15718,9:25:44,20.42.65.88,10.18.226.153,TCP,54,443  >  1747 [ACK] Seq=10361 Ack=72887 Win=525056 Len=0
15719,9:25:44,20.42.65.88,10.18.226.153,HTTP2,109,"WINDOW_UPDATE[13], WINDOW_UPDATE[0]"
15720,9:25:44,20.42.65.88,10.18.226.153,HTTP2,109,"WINDOW_UPDATE[13], WINDOW_UPDATE[0]"
15721,9:25:44,10.18.226.153,20.42.65.88,TCP,54,1747  >  443 [ACK] Seq=72887 Ack=10471 Win=130048 Len=0
15722,9:25:44,20.42.65.88,10.18.226.153,HTTP2,109,"WINDOW_UPDATE[13], WINDOW_UPDATE[0]"
15723,9:25:44,20.42.65.88,10.18.226.153,HTTP2,96,WINDOW_UPDATE[0]
15724,9:25:44,10.18.226.153,20.42.65.88,TCP,54,1747  >  443 [ACK] Seq=72887 Ack=10568 Win=129792 Len=0
15725,9:25:44,68.67.160.137,10.18.226.153,HTTP2,731,HEADERS[1]: 200 OK
15726,9:25:44,10.18.226.153,68.67.160.137,TCP,54,1918  >  443 [ACK] Seq=5142 Ack=6491 Win=131072 Len=0
15727,9:25:44,20.42.65.88,10.18.226.153,HTTP2,344,"HEADERS[13]: 204 No Content, DATA[13]"
15728,9:25:44,204.79.197.200,10.18.226.153,HTTP2,582,"HEADERS[37]: 303 See Other, DATA[37]"
15729,9:25:44,204.79.197.200,10.18.226.153,HTTP2,92,DATA[37] (text/html)
15730,9:25:44,10.18.226.153,204.79.197.200,TCP,54,1909  >  443 [ACK] Seq=6806 Ack=306944 Win=131072 Len=0
15731,9:25:44,204.79.197.200,10.18.226.153,HTTP2,511,"HEADERS[39]: 303 See Other, DATA[39]"
15732,9:25:44,204.79.197.200,10.18.226.153,HTTP2,92,DATA[39] (text/html)
15733,9:25:44,10.18.226.153,204.79.197.200,TCP,54,1909  >  443 [ACK] Seq=6806 Ack=307439 Win=130560 Len=0
15734,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,443  >  1921 [ACK] Seq=6073 Ack=1515 Win=42496 Len=1300 [TCP segment of a reassembled PDU]
15735,9:25:44,10.18.226.153,68.67.153.38,TCP,54,1921  >  443 [ACK] Seq=1515 Ack=7373 Win=131072 Len=0
15736,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,443  >  1921 [ACK] Seq=7373 Ack=1515 Win=42496 Len=1300 [TCP segment of a reassembled PDU]
15737,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,443  >  1921 [ACK] Seq=8673 Ack=1515 Win=42496 Len=1300 [TCP segment of a reassembled PDU]
15738,9:25:44,10.18.226.153,68.67.153.38,TCP,54,1921  >  443 [ACK] Seq=1515 Ack=9973 Win=131072 Len=0
15739,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,"443  >  1921 [PSH, ACK] Seq=9973 Ack=1515 Win=42496 Len=1300 [TCP segment of a reassembled PDU]"
15740,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,443  >  1921 [ACK] Seq=11273 Ack=1515 Win=42496 Len=1300 [TCP segment of a reassembled PDU]
15741,9:25:44,10.18.226.153,68.67.153.38,TCP,54,1921  >  443 [ACK] Seq=1515 Ack=12573 Win=131072 Len=0
15742,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,443  >  1921 [ACK] Seq=12573 Ack=1515 Win=42496 Len=1300 [TCP segment of a reassembled PDU]
15743,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,443  >  1921 [ACK] Seq=13873 Ack=1515 Win=42496 Len=1300 [TCP segment of a reassembled PDU]
15744,9:25:44,10.18.226.153,68.67.153.38,TCP,54,1921  >  443 [ACK] Seq=1515 Ack=15173 Win=131072 Len=0
15745,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,"443  >  1921 [PSH, ACK] Seq=15173 Ack=1515 Win=42496 Len=1300 [TCP segment of a reassembled PDU]"
15746,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,443  >  1922 [ACK] Seq=6073 Ack=1464 Win=42496 Len=1300 [TCP segment of a reassembled PDU]
15747,9:25:44,10.18.226.153,68.67.153.38,TCP,54,1922  >  443 [ACK] Seq=1464 Ack=7373 Win=131072 Len=0
15748,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,443  >  1922 [ACK] Seq=7373 Ack=1464 Win=42496 Len=1300 [TCP segment of a reassembled PDU]
15749,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,443  >  1922 [ACK] Seq=8673 Ack=1464 Win=42496 Len=1300 [TCP segment of a reassembled PDU]
15750,9:25:44,10.18.226.153,68.67.153.38,TCP,54,1922  >  443 [ACK] Seq=1464 Ack=9973 Win=131072 Len=0
15751,9:25:44,68.67.153.38,10.18.226.153,TCP,1354,443  >  1922 [ACK] Seq=9973 Ack=1464 Win=42496 Len=1300 [TCP segment of a reassembled PDU]
